Product code,Product Name,Product Main Category,Product Sub Category,DEPARTMENT ,DESCRIPTION ,Video Link,Image 2,Catalogue ,Price 1 (Customer type 1),Price 2 ( Customer type 2),Price 3 ( Customer type 3)
YD1045,HIGH SPEED HAND PIECE YARA DENT BM-98T,DENTAL,DENTAL HANDPIECE,DENTAL,"HIGH SPEED HAND PIECE YARA DENT BM-98T
 
 Overview 
 The HIGH SPEED HAND PIECE YARA DENT BM-98T is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HIGH SPEED HAND PIECE YARA DENT BM-98T 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1iJpnYF8hzL3DZXzFAO4NsMBLaZe_KZh0/view?usp=sharing,https://drive.google.com/file/d/1CErqrZetlPfS_G2kBHERhc5FeEUioXXT/view?usp=sharing,300,400,
YD1046,HIGH SPEED HAND PIECE YARA DENT BM-L4,DENTAL,DENTAL HANDPIECE,DENTAL,"HIGH SPEED HAND PIECE YARA DENT BM-L4
 
 Overview 
 Reliable and durable, the HIGH SPEED HAND PIECE YARA DENT BM-L4 supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HIGH SPEED HAND PIECE YARA DENT BM-L4 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1FfE7avDYXk1aMaZoTzMNMmdAxCW27qor/view?usp=sharing,https://drive.google.com/file/d/1S6hrRQKqe1ZlbDRAwArlgQzzjf_1T9Bn/view?usp=sharing,350,450,
YD1047,HIGH SPEED HAND PIECE YARA DENT BM-M3,DENTAL,DENTAL HANDPIECE,DENTAL,"HIGH SPEED HAND PIECE YARA DENT BM-M3
 
 Overview 
 The HIGH SPEED HAND PIECE YARA DENT BM-M3 is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HIGH SPEED HAND PIECE YARA DENT BM-M3 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/10EMrx2xz4NtofQ4AFCEPRkOrAFe8gsiV/view?usp=sharing,https://drive.google.com/file/d/1WQT8-LGM3QtFVpAM3t5cS18iBH1rVBkU/view?usp=sharing,300,450,
YD1048,HIGH SPEED HAND PIECE YARA DENT BM-M3L,DENTAL,DENTAL HANDPIECE,DENTAL,"HIGH SPEED HAND PIECE YARA DENT BM-M3L
 
 Overview 
 Trusted by professionals, the HIGH SPEED HAND PIECE YARA DENT BM-M3L is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HIGH SPEED HAND PIECE YARA DENT BM-M3L 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1MO8DIki2BMuk6pAvicxsvjm59nM4AQLl/view?usp=sharing,https://drive.google.com/file/d/1WQT8-LGM3QtFVpAM3t5cS18iBH1rVBkU/view?usp=sharing,600,750,
YD1049,HIGH SPEED HAND PIECE YARA DENT BM-T1,DENTAL,DENTAL HANDPIECE,DENTAL,"HIGH SPEED HAND PIECE YARA DENT BM-T1
 
 Overview 
 Trusted by professionals, the HIGH SPEED HAND PIECE YARA DENT BM-T1 is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HIGH SPEED HAND PIECE YARA DENT BM-T1 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1_0UqwG3AU-j0fhFkKjasQwgzpX4ZU0p-/view?usp=sharing,https://drive.google.com/file/d/1o1J-LbjRgN4Ip2NiCKKHiFK9IyuceSD6/view?usp=sharing,100,100,
YD1050,HIGH SPEED HAND PIECE YARA DENT BM-T2,DENTAL,DENTAL HANDPIECE,DENTAL,"HIGH SPEED HAND PIECE YARA DENT BM-T2
 
 Overview 
 Reliable and durable, the HIGH SPEED HAND PIECE YARA DENT BM-T2 supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HIGH SPEED HAND PIECE YARA DENT BM-T2 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1S2XuHc-UAKtjG9Vgs7l9dB9CF_s4Mgo2/view?usp=sharing,https://drive.google.com/file/d/1o1J-LbjRgN4Ip2NiCKKHiFK9IyuceSD6/view?usp=sharing,220,350,
YD1051,HIGH SPEED HANDPIECE LED BM-T1E YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"HIGH SPEED HANDPIECE LED BM-T1E YARADENT
 
 Overview 
 Trusted by professionals, the HIGH SPEED HANDPIECE LED BM-T1E YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HIGH SPEED HANDPIECE LED BM-T1E YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,200,230,
YD1052,HIGHSPEED HAND PIECE DISPLAY STAND YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"HIGHSPEED HAND PIECE DISPLAY STAND YARADENT
 
 Overview 
 The HIGHSPEED HAND PIECE DISPLAY STAND YARADENT is a dependable clinical accessory designed to support routine dental operations. Its durable build and reliable performance make it a practical choice for everyday professional use. 
 
 Key Features 
 - High-quality material for long service life 
 - Compact and efficient design 
 - Easy integration with dental equipment 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HIGHSPEED HAND PIECE DISPLAY STAND YARADENT 
 Material Durable construction 
 Power Supply N/A 
 Design Practical and ergonomic 
 
 Benefits 
 - Enhances workflow efficiency 
 - Reduces downtime with durable design 
 - Easy to use and maintain 
 
 Ideal For 
 - Dental clinics and practices 
 - Laboratories 
 - Professional healthcare environments",,,,,,
YD1053,INTRA ORAL CAMERA YARA DENT BM-L017,DENTAL,DENTAL HANDPIECE,DENTAL,"INTRA ORAL CAMERA YARA DENT BM-L017
 
 Overview 
 Compact and reliable, the INTRA ORAL CAMERA YARA DENT BM-L017 improves patient communication by providing real-time visual feedback. Its ergonomic design ensures comfort for patients and convenience for clinicians during routine examinations. 
 
 Key Features 
 - High-resolution imaging sensor for clear intraoral visuals 
 - Lightweight, ergonomic handpiece for easy handling 
 - Integrated lighting system for bright, accurate images 
 - Plug-and-play connectivity with dental software 
 - Durable build for daily clinical use 
 
 Technical Specifications 
 Parameter Specification 
 Model INTRA ORAL CAMERA YARA DENT BM-L017 
 Imaging High-resolution intraoral camera 
 Lighting Built-in LED illumination 
 Connection USB / integrated system compatible 
 Power Supply 220V / 50Hz 
 Weight Lightweight, ergonomic design 
 
 Benefits 
 - Improves diagnostic accuracy with clear images 
 - Enhances patient understanding and trust through visual education 
 - Easy integration into dental workflows 
 - Reliable and durable for continuous clinical use 
 
 Ideal For 
 - Dental practitioners and specialists 
 - Clinics focused on patient communication 
 - Diagnostic and treatment planning",,,,,,
YD1054,INTRA ORAL CAMERA YARA DENT YD X1,DENTAL,DENTAL EQUIPMENT ,DENTAL,"INTRA ORAL CAMERA YARA DENT YD X1
 
 Overview 
 Reliable and durable, the INTRA ORAL CAMERA YARA DENT YD X1 supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model INTRA ORAL CAMERA YARA DENT YD X1 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1qI-daxTb2Y38xw-wazhgbPkQKD0wT9K8/view?usp=sharing,https://drive.google.com/file/d/1-Ap9U_u28jEKz8h_yah3eoiFwV9E44eJ/view?usp=sharing,950,1200,
YD1055,INTRA ORAL CAMERA YARA DENT YD X3,DENTAL,DENTAL EQUIPMENT ,DENTAL,"INTRA ORAL CAMERA YARA DENT YD X3
 
 Overview 
 The INTRA ORAL CAMERA YARA DENT YD X3 is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model INTRA ORAL CAMERA YARA DENT YD X3 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1EkszlYWYJkfQ68sa6qKLfBgRqQ_qMJpF/view?usp=sharing,https://drive.google.com/file/d/1ovXekVOAnQPhArid_vrS4Bw6LGdRdiTE/view?usp=sharing,1200,1500,
YD1056,INTRA ORAL CAMERA YARA DENT YD X6,DENTAL,DENTAL EQUIPMENT ,DENTAL,"INTRA ORAL CAMERA YARA DENT YD X6
 
 Overview 
 The INTRA ORAL CAMERA YARA DENT YD X6 is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model INTRA ORAL CAMERA YARA DENT YD X6 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1IIojYwHQ14H0qGjiin--Prj15F7mALRK/view?usp=sharing,https://drive.google.com/file/d/1UzjY2GZy-PA5AqLLzd85PE9qtMeR7dOh/view?usp=sharing,1800,2000,
YD1057,LIGHT CURE LED BM-LC01 YARADENT,DENTAL,DENTAL EQUIPMENT ,DENTAL,"LIGHT CURE LED BM-LC01 YARADENT
 
 Overview 
 Reliable and durable, the LIGHT CURE LED BM-LC01 YARADENT supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LIGHT CURE LED BM-LC01 YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,300,350,
YD1058,LIGHT CURE LED INBUILT YARA DENT,DENTAL,DENTAL EQUIPMENT ,DENTAL,"LIGHT CURE LED INBUILT YARA DENT
 
 Overview 
 The LIGHT CURE LED INBUILT YARA DENT is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LIGHT CURE LED INBUILT YARA DENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1iVKfuh_usHSEh8LLQ5UX-4GWvRPOZtMG/view?usp=sharing,,400,600,
YD1059,LIGHT CURE LED YARA DENT BM-LC02,DENTAL,DENTAL EQUIPMENT ,DENTAL,"LIGHT CURE LED YARA DENT BM-LC02
 
 Overview 
 Trusted by professionals, the LIGHT CURE LED YARA DENT BM-LC02 is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LIGHT CURE LED YARA DENT BM-LC02 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1XJRWo5GHuFOab_SE3kMFqmGm3VOTrdcP/view?usp=sharing,https://drive.google.com/file/d/19rIS34eyNIUZ-B8DUWfzEmMUEZSMbsff/view?usp=sharing,300,400,
YD1060,LIGHT CURE LED YARA DENT BM-LC08,DENTAL,DENTAL EQUIPMENT ,DENTAL,"LIGHT CURE LED YARA DENT BM-LC08
 
 Overview 
 Reliable and durable, the LIGHT CURE LED YARA DENT BM-LC08 supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LIGHT CURE LED YARA DENT BM-LC08 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/drive/folders/1h1iR0bqRV6dR3WgKMzO0kEXjJ1XKpMlC?usp=sharing,https://drive.google.com/file/d/1f_1W7SpABoSCrJK-1AFggWAiAk_uNg5K/view?usp=sharing,400,500,
YD1061,"LIGHT CURE TIP YARADENT",DENTAL,DENTSL CONSUMABLE,DENTSL,"LIGHT CURE TIP YARADENT
 
 Overview 
 With its ergonomic design and strong light output, the LIGHT CURE TIP YARADENT supports consistent restorative dentistry outcomes. Designed for comfort and efficiency, it reduces chair time while maintaining consistent curing results. 
 
 Key Features 
 - High-intensity LED curing light 
 - Multiple curing modes for different materials 
 - Lightweight, ergonomic design for ease of use 
 - Fast curing performance for time efficiency 
 - Long-lasting LED technology 
 
 Technical Specifications 
 Parameter Specification 
 Model LIGHT CURE TIP YARADENT 
 Light Source High-power LED 
 Curing Modes Multiple intensity/time settings 
 Power Supply Rechargeable / 220V 
 Weight Lightweight and ergonomic 
 
 Benefits 
 - Reliable curing for composites and adhesives 
 - Saves clinical time with quick curing cycles 
 - Easy to operate with simple controls 
 - Comfortable handling reduces fatigue 
 
 Ideal For 
 - Dental clinics performing restorative procedures 
 - Orthodontic applications requiring bonding 
 - Practices focused on efficiency and quality",,https://drive.google.com/file/d/1R6X03Xi5JS91IbO9HDGVmI_TRlUpT74w/view?usp=sharing,,,,
YD1062,LOW SPEED CONTRA ANGLE WITH LED BM-SG20 YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"LOW SPEED CONTRA ANGLE WITH LED BM-SG20 YARADENT
 
 Overview 
 Trusted by professionals, the LOW SPEED CONTRA ANGLE WITH LED BM-SG20 YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LOW SPEED CONTRA ANGLE WITH LED BM-SG20 YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1zXFxDPBORSF7iYrc3VdAAxGeZoLaFWkp/view?usp=sharing,https://drive.google.com/file/d/1LJ8ufk9HUaF2uHUe_BTf24fmVEdZy7Zx/view?usp=sharing,750,1000,
YD1063,LOW SPEED CONTRA ANGLE WITHOUT LED BM-SG20 YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"LOW SPEED CONTRA ANGLE WITHOUT LED BM-SG20 YARADENT
 
 Overview 
 Trusted by professionals, the LOW SPEED CONTRA ANGLE WITHOUT LED BM-SG20 YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LOW SPEED CONTRA ANGLE WITHOUT LED BM-SG20 YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1zXFxDPBORSF7iYrc3VdAAxGeZoLaFWkp/view?usp=sharing,https://drive.google.com/file/d/1LJ8ufk9HUaF2uHUe_BTf24fmVEdZy7Zx/view?usp=sharing,500,900,
YD1064,LOW SPEED HAND PIECE EXTERNAL YARA DENT BM-TMFX,DENTAL,DENTAL HANDPIECE,DENTAL,"LOW SPEED HAND PIECE EXTERNAL YARA DENT BM-TMFX
 
 Overview 
 Reliable and durable, the LOW SPEED HAND PIECE EXTERNAL YARA DENT BM-TMFX supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LOW SPEED HAND PIECE EXTERNAL YARA DENT BM-TMFX 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,200,300,
YD1065,LOW SPEED HAND PIECE INNER CHANNEL YARA DENT BM-N42,DENTAL,DENTAL HANDPIECE,DENTAL,"LOW SPEED HAND PIECE INNER CHANNEL YARA DENT BM-N42
 
 Overview 
 Reliable and durable, the LOW SPEED HAND PIECE INNER CHANNEL YARA DENT BM-N42 supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LOW SPEED HAND PIECE INNER CHANNEL YARA DENT BM-N42 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,400,750,
YD1066,LOW SPEED HAND PIECE OUTER CHANNEL YARA DENT BM-N43,DENTAL,DENTAL HANDPIECE,DENTAL,"LOW SPEED HAND PIECE OUTER CHANNEL YARA DENT BM-N43
 
 Overview 
 Reliable and durable, the LOW SPEED HAND PIECE OUTER CHANNEL YARA DENT BM-N43 supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model LOW SPEED HAND PIECE OUTER CHANNEL YARA DENT BM-N43 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,300,500,
YD1067,MICRO MOTOR YARA DENT BM-C03,DENTAL,DENTAL EQUIPMENT ,DENTAL,"MICRO MOTOR YARA DENT BM-C03
 
 Overview 
 Reliable and durable, the MICRO MOTOR YARA DENT BM-C03 supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model MICRO MOTOR YARA DENT BM-C03 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,500,600,
YD1068,MICROMOTOR 204 WITH 102L HANDPIECE YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"MICROMOTOR 204 WITH 102L HANDPIECE YARADENT
 
 Overview 
 Trusted by professionals, the MICROMOTOR 204 WITH 102L HANDPIECE YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model MICROMOTOR 204 WITH 102L HANDPIECE YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,450,750,
YD1069,MICROMOTOR 210 WITH 120L HANDPIECE YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"MICROMOTOR 210 WITH 120L HANDPIECE YARADENT
 
 Overview 
 The MICROMOTOR 210 WITH 120L HANDPIECE YARADENT is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model MICROMOTOR 210 WITH 120L HANDPIECE YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,500,750,
YD1070,MINI HEAD LED HANDPIECE BM-T6E YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"MINI HEAD LED HANDPIECE BM-T6E YARADENT
 
 Overview 
 Reliable and durable, the MINI HEAD LED HANDPIECE BM-T6E YARADENT supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model MINI HEAD LED HANDPIECE BM-T6E YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,500,600,
YD1071,OBTURATION SYSTEM YARA DENT BM-OS01,DENTAL,DENTAL EQUIPMENT ,DENTAL,"OBTURATION SYSTEM YARA DENT BM-OS01
 
 Overview 
 Trusted by professionals, the OBTURATION SYSTEM YARA DENT BM-OS01 is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model OBTURATION SYSTEM YARA DENT BM-OS01 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1PFKYAHFWB1YyeG2Ys3zsna5I2A8QlkVk/view?usp=sharing,,1500,1800,
